icsd,material_id,formula,space_group_number,curated,best,atomic,pass_sites,shells,doublet_kinds,chem_flag,lone_pair,jt_ions
26305,26305,Na1 S2 Ti1,166,1,0,0,Ti1|Na1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
26560,26560,Mn1 O4 Sr2,139,1,0,0,Mn1,3d,"p{x,y}|{xz,yz}",0,,
26561,26560,Mn1 O4 Sr2,139,1,0,0,Mn1,3d,"p{x,y}|{xz,yz}",0,,
26623,23770,Br6 K2 Re1,225,1,0,0,Re1,5d,"e_g{z2,x2-y2}",0,,
26643,26643,Cl6 K2 Mo1,225,1,0,0,Mo1,4d,"e_g{z2,x2-y2}",0,,
26676,26676,Cr1 Cu1 O2,166,1,0,0,Cu1|Cr1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,,Cr2+|Cu2+
26689,26689,Cl6 Rb2 Ti1,225,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
26690,26690,Cl6 Cs2 Ti1,225,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
26692,26692,Cl6 Rb2 Se1,225,1,0,0,Se1,-,"e_g{z2,x2-y2}",0,,
26693,26693,Cl6 Cs2 Se1,225,1,0,0,Se1,-,"e_g{z2,x2-y2}",0,,
26694,26694,Cl6 Rb2 Zr1,225,1,0,0,Zr1,4d,"e_g{z2,x2-y2}",0,,
26695,26695,Cl6 Cs2 Zr1,225,1,0,0,Zr1,4d,"e_g{z2,x2-y2}",0,,
26698,9022,Cl6 Rb2 Sn1,225,1,1,0,Sn1,-,"e_g{z2,x2-y2}",1,Sn,
26699,9023,Cl6 Cs2 Sn1,225,1,1,0,Sn1,-,"e_g{z2,x2-y2}",1,Sn,
26700,26700,Cl6 Sn1 Tl2,225,1,0,0,Sn1,-,"e_g{z2,x2-y2}",1,Sn|Tl,
26703,9315,Cl6 Rb2 Te1,225,1,0,0,Te1,-,"e_g{z2,x2-y2}",1,Te,
26704,26704,Cl6 Cs2 Te1,225,1,0,0,Te1,-,"e_g{z2,x2-y2}",1,Te,
26705,26705,Cl6 Te1 Tl2,225,1,0,0,Te1,-,"e_g{z2,x2-y2}",1,Te|Tl,
26708,26708,Cl6 Pt1 Rb2,225,1,0,0,Pt1,5d,"e_g{z2,x2-y2}",0,,
26710,26710,Cl6 Pt1 Tl2,225,1,0,0,Pt1,5d,"e_g{z2,x2-y2}",1,Tl,
26712,26712,Cl6 Pb1 Rb2,225,1,0,0,Pb1,-,"e_g{z2,x2-y2}",1,Pb,
26713,26713,Cl6 Cs2 Pb1,225,1,0,0,Pb1,-,"e_g{z2,x2-y2}",1,Pb,
26735,26735,K2 S1,225,1,1,0,S1,-,"e_g{z2,x2-y2}",0,,
26748,26748,Ca1 K2 N6 Ni1 O12,202,0,0,1,Ca1|Ni1,-|3d,"e_g{z2,x2-y2}",0,,
26749,16127,Cu1 K2 N6 O12 Pb1,202,0,0,1,Pb1|Cu1,-|3d,"e_g{z2,x2-y2}",1,Pb,Cu2+
26755,23769,Cl6 K2 Re1,225,1,0,0,Re1,5d,"e_g{z2,x2-y2}",0,,
26803,26803,Cr1 K3 Mn1 O8,160,1,0,0,Mn1|Cr1|K1|K2|K3|O1|O3,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
26861,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
26871,26871,Cs2 F6 Si1,225,0,0,1,Si1,-,"e_g{z2,x2-y2}",0,,
26914,26914,Cl1 F1 Na6 O8 S2,225,1,0,0,F1|Cl1,-,"e_g{z2,x2-y2}",0,,
26934,26934,Cl6 K2 Ti1,225,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
27045,23076,O3 Sr1 Ti1,221,1,0,0,Sr1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
27046,27046,O3 Sr1 Zr1,221,1,0,0,Sr1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
27047,27047,O3 Sn1 Sr1,221,1,0,0,Sr1|Sn1,-,"e_g{z2,x2-y2}",1,Sn,
27048,27048,Ba1 O3 Zr1,221,1,0,0,Ba1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
27049,27049,Ba1 O3 Sn1,221,1,0,0,Ba1|Sn1,-,"e_g{z2,x2-y2}",1,Sn,
27114,27114,O4 Sn1 Sr2,139,1,0,0,Sn1,-,"p{x,y}|{xz,yz}",1,Sn,
27339,27339,F6 K1 Rb2 Rh1,225,0,0,1,K1|Rh1,-|4d,"e_g{z2,x2-y2}",0,,
27341,27341,F6 Na1 Rb2 Rh1,225,0,0,1,Na1|Rh1,-|4d,"e_g{z2,x2-y2}",0,,
27342,27342,F6 K2 Na1 Rh1,225,0,0,1,Na1|Rh1,-|4d,"e_g{z2,x2-y2}",0,,
27343,27343,Cs2 F6 Tl1 V1,225,0,0,1,Tl1|V1,-|3d,"e_g{z2,x2-y2}",1,Tl,
27344,27344,Cs2 F6 K1 V1,225,0,0,1,K1|V1,-|3d,"e_g{z2,x2-y2}",0,,
27345,27345,F6 K1 Rb2 V1,225,0,0,1,K1|V1,-|3d,"e_g{z2,x2-y2}",0,,
27357,15800,B6 O13 Zn4,217,1,0,0,O1,-,"e_g{z2,x2-y2}",0,,
27409,25511,Hg1 Na2 O2,139,1,0,0,Hg1,5d,"p{x,y}|{xz,yz}",0,,
27425,27425,Ba2 Co1 O6 W1,225,1,1,0,Co1|W1,3d|5d,"e_g{z2,x2-y2}",0,,
27426,24984,Ba2 Ni1 O6 W1,225,1,0,0,Ni1|W1,3d|5d,"e_g{z2,x2-y2}",0,,
27484,27484,F6 Mo1 Na1,225,0,0,1,Mo1|Na1,-|4d,"e_g{z2,x2-y2}",0,,
27522,2723,Cl4 K2 Pd1,123,1,0,0,Pd1,4d,"p{x,y}|{xz,yz}",0,,
27689,27689,Cu1 F3 K1,123,1,0,0,K1|Cu1|F1,-|3d,"p{x,y}|{xz,yz}",1,,Cu2+
27690,27690,Cr1 F3 K1,123,1,0,0,K1|Cr1|F1,-|3d,"p{x,y}|{xz,yz}",1,,Cr2+
27694,27694,Br6 Cs2 Po1,225,1,0,0,Po1,-,"e_g{z2,x2-y2}",0,,
27695,24151,Br6 Cs2 Te1,225,1,0,0,Te1,-,"e_g{z2,x2-y2}",1,Te,
27777,27777,Ca1 O3 Sn1,221,1,0,0,Sn1|Ca1,-,"e_g{z2,x2-y2}",1,Sn,
27856,27856,Fe1 O1,225,1,0,0,Fe1|O1,-|3d,"e_g{z2,x2-y2}",0,,
27874,24710,Mg6 Mn1 O8,225,1,0,0,Mn1,3d,"e_g{z2,x2-y2}",0,,
27955,27955,Na2 O4 S1,164,1,1,0,Na1|Na2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
27965,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
27966,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
27967,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
27968,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
27969,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
27970,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
27971,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
27972,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
27973,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
27974,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O2,-|3d,"p{x,y}|{xz,yz}",0,,
27975,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"p{x,y}|{xz,yz}",0,,
27976,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"p{x,y}|{xz,yz}",0,,
27977,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
28018,28018,Al1 K1 Mo2 O8,164,1,0,0,K1|Al1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
28019,28019,K1 Mo2 O8 Sc1,164,1,0,0,K1|Sc1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
28134,28134,Ba2 Cl1 P1,166,1,0,0,P1|Cl1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
28145,28145,F3 K1 V1,221,1,1,0,K1|V1,-|3d,"e_g{z2,x2-y2}",0,,
28146,28146,F3 Rb1 V1,221,1,1,0,Rb1|V1,-|3d,"e_g{z2,x2-y2}",0,,
28342,24984,Ba2 Ni1 O6 W1,225,1,0,0,Ni1|W1,3d|5d,"e_g{z2,x2-y2}",0,,
28388,28388,Ga1 Li1 O2,166,1,0,0,Li1|Ga1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
28501,16959,C6 Ag3 Co1 N6,162,1,0,0,Co1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
28505,9865,Co1 O1,225,1,0,0,Co1|O1,-|3d,"e_g{z2,x2-y2}",0,,
28506,9865,Co1 O1,225,1,0,0,Co1|O1,-|3d,"e_g{z2,x2-y2}",0,,
28584,28584,Na1 Nb1 O3,123,1,0,0,Na1|Nb1|O2,-|4d,"p{x,y}|{xz,yz}",0,,
28585,28584,Na1 Nb1 O3,123,1,0,0,Na1|Nb1|O2,-|4d,"p{x,y}|{xz,yz}",0,,
28586,28584,Na1 Nb1 O3,123,1,0,0,Na1|Nb1|O2,-|4d,"p{x,y}|{xz,yz}",0,,
28587,28584,Na1 Nb1 O3,123,1,0,0,Na1|Nb1|O2,-|4d,"p{x,y}|{xz,yz}",0,,
28588,28588,Na1 Nb1 O3,221,1,0,0,Na1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
28589,28588,Na1 Nb1 O3,221,1,0,0,Na1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
28590,28588,Na1 Nb1 O3,221,1,0,0,Na1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
28597,28597,Ni1 O6 Sr2 W1,225,1,0,0,Ni1|W1,3d|5d,"e_g{z2,x2-y2}",0,,
28598,28598,Co1 O6 Sr2 W1,225,1,1,0,Co1|W1,3d|5d,"e_g{z2,x2-y2}",0,,
28600,28600,Mo1 Ni1 O6 Sr2,225,1,0,0,Ni1|Mo1,3d|4d,"e_g{z2,x2-y2}",0,,
28601,28601,Co1 Mo1 O6 Sr2,225,1,1,0,Co1|Mo1,3d|4d,"e_g{z2,x2-y2}",0,,
28617,28617,Na1 O3 Ta1,221,1,0,0,Na1|Ta1,-|5d,"e_g{z2,x2-y2}",0,,
28618,28617,Na1 O3 Ta1,221,1,0,0,Na1|Ta1,-|5d,"e_g{z2,x2-y2}",0,,
28619,28617,Na1 O3 Ta1,221,1,0,0,Na1|Ta1,-|5d,"e_g{z2,x2-y2}",0,,
28620,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O2,-|3d,"p{x,y}|{xz,yz}",0,,
28624,28624,O3 Pb1 Ti1,123,1,0,0,Pb1|Ti1|O2,-|3d,"p{x,y}|{xz,yz}",1,Pb,
28675,28675,F6 Pd1 Rb2,225,0,0,1,Pd1,4d,"e_g{z2,x2-y2}",0,,
28779,28779,F6 K2 Rh1,164,1,0,0,Rh1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
28780,28780,F6 Rb2 Rh1,164,1,0,0,Rh1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
28834,9866,Ni1 O1,225,1,0,0,Ni1|O1,-|3d,"e_g{z2,x2-y2}",0,,
28837,28837,O1 Pd1,123,1,0,0,Pd1|O1,-|4d,"p{x,y}|{xz,yz}",0,,
28848,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
28849,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
28850,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
28851,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
28852,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
28853,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
28854,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
28892,28892,Cl6 Cs2 Ge1,225,1,0,0,Ge1,-,"e_g{z2,x2-y2}",0,,
28910,9866,Ni1 O1,225,1,0,0,Ni1|O1,-|3d,"e_g{z2,x2-y2}",0,,
28930,28930,Cr1 La1 O3,221,1,1,0,La1|Cr1,-|3d,"e_g{z2,x2-y2}",0,,
28949,28949,F3 K1 Mg1,221,1,0,0,K1|Mg1,-,"e_g{z2,x2-y2}",0,,
28950,28950,Ag1 F3 Zn1,221,1,0,0,Ag1|Zn1,3d|4d,"e_g{z2,x2-y2}",0,,
29003,29003,Ca1 O3 Zr1,221,1,0,0,Ca1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
29006,29006,Cr1 F6 Rb2,225,0,0,1,Cr1,3d,"e_g{z2,x2-y2}",0,,
29007,29007,Cr1 Cs2 F6,225,0,0,1,Cr1,3d,"e_g{z2,x2-y2}",0,,
29026,9022,Cl6 Rb2 Sn1,225,1,1,0,Sn1,-,"e_g{z2,x2-y2}",1,Sn,
29027,9315,Cl6 Rb2 Te1,225,1,0,0,Te1,-,"e_g{z2,x2-y2}",1,Te,
29028,26708,Cl6 Pt1 Rb2,225,1,0,0,Pt1,5d,"e_g{z2,x2-y2}",0,,
29029,26712,Cl6 Pb1 Rb2,225,1,0,0,Pb1,-,"e_g{z2,x2-y2}",1,Pb,
29030,9023,Cl6 Cs2 Sn1,225,1,1,0,Sn1,-,"e_g{z2,x2-y2}",1,Sn,
29031,26704,Cl6 Cs2 Te1,225,1,0,0,Te1,-,"e_g{z2,x2-y2}",1,Te,
29033,26713,Cl6 Cs2 Pb1,225,1,0,0,Pb1,-,"e_g{z2,x2-y2}",1,Pb,
29049,9865,Co1 O1,225,1,0,0,Co1|O1,-|3d,"e_g{z2,x2-y2}",0,,
29081,9865,Co1 O1,225,1,0,0,Co1|O1,-|3d,"e_g{z2,x2-y2}",0,,
29096,29096,Ba1 Fe1 O3,221,1,0,0,Ba1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
29117,28624,O3 Pb1 Ti1,123,1,0,0,Pb1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",1,Pb,
29118,29118,Fe1 La1 O3,221,1,0,0,La1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
29119,29119,La1 Mn1 O3,221,1,1,0,La1|Mn1,-|3d,"e_g{z2,x2-y2}",1,,Mn3+
29120,28930,Cr1 La1 O3,221,1,1,0,La1|Cr1,-|3d,"e_g{z2,x2-y2}",0,,
29131,29131,Al1 F3,150,1,0,0,Al1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
29146,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
29147,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
29148,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
29153,27046,O3 Sr1 Zr1,221,1,0,0,Sr1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
29154,29154,Hf1 O3 Sr1,221,1,0,0,Sr1|Hf1,-|5d,"e_g{z2,x2-y2}",0,,
29226,9865,Co1 O1,225,1,0,0,Co1|O1,-|3d,"e_g{z2,x2-y2}",0,,
29280,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
29330,26914,Cl1 F1 Na6 O8 S2,225,1,0,0,F1|Cl1,-,"e_g{z2,x2-y2}",0,,
29407,29407,F6 K2 Si1,225,0,0,1,Si1,-,"e_g{z2,x2-y2}",0,,
30247,30247,Ge2 K2 O7 Pb2,147,1,0,0,O1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Pb,
30404,9356,Cr1 K3 O8,121,0,0,1,Cr1|K1,-|3d,"p{x,y}|{xz,yz}",0,,
30579,30579,In1 Li1 Mo3 O8,156,1,0,0,Li1|In1|O1|O2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
30612,30612,F3 Mo1,221,1,1,0,Mo1,4d,"e_g{z2,x2-y2}",0,,
30617,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
30854,30854,C4 Co1 Li1 O4,215,0,0,1,Li1|Co1,-|3d,"e_g{z2,x2-y2}",0,,
31033,27484,F6 Mo1 Na1,225,0,0,1,Mo1|Na1,-|4d,"e_g{z2,x2-y2}",0,,
31081,27856,Fe1 O1,225,1,0,0,Fe1|O1,-|3d,"e_g{z2,x2-y2}",0,,
31114,2582,Cl6 K2 Pt1,225,1,0,0,Pt1,5d,"e_g{z2,x2-y2}",0,,
31152,1610,O3 Pb1 Ti1,99,1,0,0,Pb1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",1,Pb,
31153,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
31232,31232,Cl1 K1,221,1,0,0,K1|Cl1,-,"e_g{z2,x2-y2}",0,,
31295,31295,C2 K2 Mg1 O6,166,0,0,1,Mg1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
31359,31359,C4 Co1 Cs1 O4,82,0,0,1,Cs1|Co1,-|3d,"p{x,y}|{xz,yz}",0,,
31360,31359,C4 Co1 Cs1 O4,82,0,0,1,Cs1|Co1,-|3d,"p{x,y}|{xz,yz}",0,,
31688,15372,Cu1 F4 K2,139,1,0,0,Cu1,3d,"p{x,y}|{xz,yz}",1,,Cu2+
31753,23929,Co9 S8,225,1,0,0,Co1,3d,"e_g{z2,x2-y2}",0,,
31816,4432,Na2 O3 S1,147,1,0,0,Na1|Na2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
31840,31840,Te1 Zn1,225,1,0,0,Zn1|Te1,-|3d,"e_g{z2,x2-y2}",1,Te,
31865,31865,Ca1 O3 Ti1,221,1,0,0,Ca1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
31867,28588,Na1 Nb1 O3,221,1,0,0,Na1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
31884,27965,Ba1 O3 Ti1,123,1,0,0,Ti1|Ba1|O2,-|3d,"p{x,y}|{xz,yz}",0,,
31885,27965,Ba1 O3 Ti1,123,1,0,0,Ti1|Ba1|O2,-|3d,"p{x,y}|{xz,yz}",0,,
31886,27965,Ba1 O3 Ti1,123,1,0,0,Ti1|Ba1|O2,-|3d,"p{x,y}|{xz,yz}",0,,
31887,27965,Ba1 O3 Ti1,123,1,0,0,Ti1|Ba1|O2,-|3d,"p{x,y}|{xz,yz}",0,,
31888,27965,Ba1 O3 Ti1,123,1,0,0,Ti1|Ba1|O2,-|3d,"p{x,y}|{xz,yz}",0,,
31889,27965,Ba1 O3 Ti1,123,1,0,0,Ti1|Ba1|O2,-|3d,"p{x,y}|{xz,yz}",0,,
31890,27965,Ba1 O3 Ti1,123,1,0,0,Ti1|Ba1|O2,-|3d,"p{x,y}|{xz,yz}",0,,
31959,31959,O2 Rb1 Sc1,166,1,0,0,Rb1|Sc1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
32032,32032,Cu1 K5 Sb2,166,1,0,0,K1|Cu1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sb,
33288,33288,Cl2 Co1 O8,148,0,0,1,Co1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
33289,33289,Cl2 Ni1 O8,148,0,0,1,Ni1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
33521,23183,F4 K2 Mn1,139,1,0,0,Mn1,3d,"p{x,y}|{xz,yz}",0,,
33562,33562,Cl1 K1 O4,216,0,0,1,K1|Cl1,-,"e_g{z2,x2-y2}",0,,
33564,33564,Cl1 O4 Tl1,216,0,0,1,Tl1|Cl1,-,"e_g{z2,x2-y2}",1,Tl,
33566,33566,Cl1 Cs1 O4,216,0,0,1,Cs1|Cl1,-,"e_g{z2,x2-y2}",0,,
33567,33567,Cl1 Na1 O4,216,0,0,1,Na1|Cl1,-,"e_g{z2,x2-y2}",0,,
33568,33568,Ag1 Cl1 O4,216,0,0,1,Ag1|Cl1,-|4d,"e_g{z2,x2-y2}",0,,
33569,33569,Ba2 Cu1 O6 W1,139,1,0,0,Cu1|W1,3d|5d,"p{x,y}|{xz,yz}",1,,Cu2+
33571,33571,Cu1 O6 Sr2 W1,87,1,0,0,Cu1|W1,3d|5d,"p{x,y}|{xz,yz}",1,,Cu2+
33573,33573,Cu1 O6 Sr2 Te1,87,1,0,0,Cu1|Te1,-|3d,"p{x,y}|{xz,yz}",1,Te,Cu2+
33579,33579,Ga1 O2 Tl1,166,1,1,0,O1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Tl,
33624,33624,Ba2 O6 Sb1 Y1,225,1,0,0,Y1|Sb1,-|4d,"e_g{z2,x2-y2}",1,Sb,
33666,33666,O3 Sr1 Zr1,221,1,0,0,Sr1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
33673,33673,I2 Mn1,164,1,0,0,Mn1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
33709,33709,Cl6 K2 Pd1,225,1,0,0,Pd1,4d,"e_g{z2,x2-y2}",0,,
33752,33752,Cl2 Mn1,166,1,0,0,Mn1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
33903,33903,O1 P2 Sr4,139,1,0,0,O1,-,"p{x,y}|{xz,yz}",0,,
33920,33920,Br1 K3 O1,221,1,0,0,O1|Br1,-,"e_g{z2,x2-y2}",0,,
33994,33994,Ga1 Mo4 S8,216,1,0,0,Ga1,-,"e_g{z2,x2-y2}",0,,
34085,15800,B6 O13 Zn4,217,1,0,0,O1,-,"e_g{z2,x2-y2}",0,,
34267,1144,N3 Na1,166,1,0,0,Na1|N1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
34629,20294,O7 Sr3 Ti2,139,1,1,0,O1|Sr1,-,"p{x,y}|{xz,yz}",0,,
34637,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
34674,1144,N3 Na1,166,1,0,0,Na1|N2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
35107,35107,Cs2 F6 Pt1,164,0,0,1,Pt1,5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
35108,35108,F6 Pt1 Rb2,164,0,0,1,Pt1,5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
35547,35547,Cs2 F6 Ge1,225,0,0,1,Ge1,-,"e_g{z2,x2-y2}",0,,
35713,35713,Ca1 F6 Sn1,225,1,0,0,Ca1|Sn1,-,"e_g{z2,x2-y2}",1,Sn,
35716,35716,F6 Fe1 Zr1,225,1,0,0,Fe1|Zr1,3d|4d,"e_g{z2,x2-y2}",0,,
35719,35719,Cr1 F6 Zr1,225,1,0,0,Cr1|Zr1,3d|4d,"e_g{z2,x2-y2}",1,,Cr2+
36128,36128,Ba2 Br2 Cu3 O4,139,1,0,0,Cu2,3d,"p{x,y}|{xz,yz}",1,,Cu2+
36135,36135,Cu1 K2 N6 O12 Pb1,196,0,0,1,K1|K2|Pb1|Cu1,-|3d,"e_g{z2,x2-y2}",1,Pb,Cu2+
36228,36228,Br6 K2 Se1,225,1,0,0,Se1,-,"e_g{z2,x2-y2}",0,,
36231,15454,Cl4 K2 O2 Os1,139,0,0,1,Os1,5d,"p{x,y}|{xz,yz}",0,,
36304,2582,Cl6 K2 Pt1,225,1,0,0,Pt1,5d,"e_g{z2,x2-y2}",0,,
36305,36305,Br6 Pd1 Rb2,225,1,0,0,Pd1,4d,"e_g{z2,x2-y2}",0,,
36376,36376,As2 Ba1 Pd2,123,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
36459,36459,Ca1 O6 Sr2 W1,225,1,0,0,Ca1|W1,-|5d,"e_g{z2,x2-y2}",0,,
36512,36512,I1 K3 O1,221,1,0,0,O1|I1,-,"e_g{z2,x2-y2}",0,,
37005,37005,Cs2 F6 Mn1 Na1,225,0,0,1,Na1|Mn1,-|3d,"e_g{z2,x2-y2}",1,,Mn3+
37006,37006,Cs2 F6 Mn1 Na1,166,0,0,1,Mn1|Mn2,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,,Mn3+
37014,2722,Cl4 K2 Pt1,123,1,0,0,Pt1,5d,"p{x,y}|{xz,yz}",0,,
37015,2722,Cl4 K2 Pt1,123,1,0,0,Pt1,5d,"p{x,y}|{xz,yz}",0,,
37250,37250,Al1 F6 K2 Li1,166,1,0,0,Al1|Li1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
37254,15423,F3 K1 Mn1,221,1,1,0,Mn1|K1,-|3d,"e_g{z2,x2-y2}",0,,
37262,15424,F3 Fe1 K1,221,1,1,0,Fe1|K1,-|3d,"e_g{z2,x2-y2}",0,,
37327,37327,Li2 Mn1 O2,164,1,0,0,Mn1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
37443,37443,Ca1 F6 Pt1,148,0,0,1,Pt1|Ca1,-|5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
37444,37444,F6 Pt1 Zn1,148,0,0,1,Pt1|Zn1,3d|5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
37445,37445,Cd1 F6 Pt1,148,0,0,1,Pt1|Cd1,4d|5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
37448,37448,F6 Ni1 Pt1,148,0,0,1,Pt1|Ni1,3d|5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
38138,38138,K1 O2,139,1,0,0,K1,-,"p{x,y}|{xz,yz}",0,,
38245,38138,K1 O2,139,1,0,0,K1,-,"p{x,y}|{xz,yz}",0,,
38247,38247,Cs1 O2,139,1,0,0,Cs1,-,"p{x,y}|{xz,yz}",0,,
38346,38346,Br6 K2 Te1,225,1,0,0,Te1,-,"e_g{z2,x2-y2}",1,Te,
38546,29407,F6 K2 Si1,225,0,0,1,Si1,-,"e_g{z2,x2-y2}",0,,
38547,38547,F6 Rb2 Si1,225,0,0,1,Si1,-,"e_g{z2,x2-y2}",0,,
38548,26871,Cs2 F6 Si1,225,0,0,1,Si1,-,"e_g{z2,x2-y2}",0,,
38549,38549,F6 Si1 Tl2,225,1,0,0,Si1,-,"e_g{z2,x2-y2}",1,Tl,
39306,39306,H12 Cl3 N5 O1 Os1,107,0,0,1,Os1|Cl1|N1|O1,-|5d,"p{x,y}|{xz,yz}",0,,
